_id,overall_stats.avg_battle_values.avg_spot
1014734053,0.57
1014734090,0.73
1014734136,1.51
1014734149,0.74
1014734153,1.16
1014734317,1.05
1014734318,1.91
1014734373,0.71
1014734655,0.33
1014734680,0.87
1014734791,0.76
1014734986,1.36
1014735156,0.47
1014735184,1.22
1014735246,1.13
1014735253,1.34
1014735447,0.32
1014735514,0.71
1014735554,0.56
1014735777,1.16
1014735904,0.62
1014735927,1.09
1014736008,1.76
1014736093,1.08
1014736144,0.49
1014736196,0.91
1014736273,1.55
1014736373,1.13
1014736464,0.44
1014736503,0.61
1014736527,1.31
1014736548,2.3
1014736589,0.89
1014736833,1.62
1014736977,1.16
1014737005,0.22
1014737099,0.62
1014737148,0.85
1014737170,1.57
1014737186,1.31
1014737266,1.42
1014737389,1.57
1014737450,0.37
1014737471,1.38
1014737485,0.42
1014737525,0
1014737574,0.65
1014737686,2.25
1014737807,2.04
1014738032,2.3
1014738097,0.87
1014738117,0.84
1014738188,0.53
1014738192,0.52
1014738223,0.39
1014738288,2.31
1014738324,1.8
1014738370,0.85
1014738437,1.41
1014738513,3.18
1014738566,1.35
1014738638,1.72
1014738725,0.78
1014738753,1.04
1014738761,1.28
1014738891,0.37
1014738918,0.96
1014738940,1.35
1014738951,0.54
1014738993,1.14
1014739246,2.1
1014739301,0.5
1014739423,0.63
1014739542,0.91
1014739621,1.04
1014739705,1.21
1014739725,0.7
1014739810,1.36
1014740033,1.36
1014740034,1.61
1014740074,1.25
1014740347,1.19
1014740372,1.26
1014740456,1.62
1014740500,0.75
1014740686,0.92
1014740727,1.6
1014740818,1.09
1014740848,0.75
1014740942,0.86
1014740944,1.34
1014740980,0.69
1014741130,0.82
1014741168,0.63
1014741248,0.73
1014741353,0.95
1014741509,0.36
1014741545,1.1
1014741628,0.78
1014741672,2.73
1014741673,1.4
1014741734,0.66
1014741755,1.2
1014741795,1.72
1014741972,1.85
1014742073,0.92
1014742153,0.98
1014742222,4.21
1014742226,1.02
1014742364,1.5
1014742465,0.75
1014742536,0
1014742564,0.58
1014742566,0.5
1014742591,0.83
1014742866,0.77
1014743014,0.51
1014743025,0.47
1014743069,0.93
1014743206,1.15
1014743440,0.55
1014743489,1.28
1014743563,0.45
1014743657,0.6
1014743701,0.7
1014743716,0.75
1014743742,0.86
1014743747,0.34
1014743759,0.73
1014743798,1.12
1014743836,2.86
1014743861,1.27
1014743889,0.55
1014743919,1.54
1014743939,2.03
1014743951,1.27
1014744184,2.18
1014744197,1.43
1014744208,1.25
1014744241,0
1014744356,0.1
1014744362,0.88
1014744495,0.6
1014744554,0.4
1014744649,1.14
1014744684,1.75
1014744751,0.72
1014744854,3.96
1014744889,1.13
1014744917,0.57
1014744958,1.83
1014745134,2.34
1014745270,0.39
1014745279,0.33
1014745355,1.98
1014745724,4.98
1014745755,0.94
1014745897,0.84
1014746266,0.83
1014746341,0.97
1014746351,1.55
1014746355,0.96
1014746524,1.28
1014746582,0.33
1014746655,1.27
1014746698,0.4
1014746787,1.27
1014746819,1
1014746870,0.9
1014746912,0.35
1014747010,2.21
1014747033,1.66
1014747040,0.61
1014747301,0.82
1014747424,0.87
1014747427,1.07
1014747477,0.36
1014747485,1.41
1014747514,1.09
1014747525,0.57
1014747845,0.64
1014747847,1.1
1014747965,1.32
1014748034,1.55
1014748079,0
1014748169,0.51
1014748181,2.1
1014748211,0.44
1014748320,0.69
1014748512,1.81
1014748696,1.19
1014748832,1.11
1014748883,1.02
1014749096,1.87
1014749162,1.26
1014749357,0.25
1014749403,1.58
1014749610,3.33
1014749756,0.64
1014749773,0.88
1014749794,1.04
1014749836,1.61
1014750062,0.97
1014750094,0.76
1014750222,1.84
1014750261,1.15
1014750267,0.92
1014750492,1.9
1014750625,1.9
1014750663,0.45
1014750664,2.56
1014750873,0.72
1014750946,0.75
1014751142,0.4
1014751213,1.08
1014751221,0.56
1014751287,2.52
1014751298,0.47
1014751325,0.97
1014751327,1.13
1014751387,0.84
1014751456,1.35
1014751507,0.88
1014751534,1.68
1014751576,0.9
1014751792,0.68
1014751901,1.49
1014752074,1.01
1014752102,1.51
1014752165,0.15
1014752353,0.22
1014752392,0.95
1014752445,1.33
1014752505,0.72
1014752511,0.56
1014752592,0.89
1014752608,0.33
1014752706,1.02
1014752738,0.99
1014752781,0.41
1014752829,1.78
1014752953,0.86
1014753050,1.85
1014753125,0.78
1014753159,0.73
1014753227,0.93
1014753270,1.93
1014753290,1.09
1014753363,0.66
1014753403,0.49
1014753487,0.88
1014753563,1.06
1014753600,0.81
1014753699,1.89
1014753946,0.92
1014753963,2.13
1014754003,0.57
1014754037,1.19
1014754102,1.33
1014754137,0.82
1014754141,1.31
1014754189,0.16
1014754208,0.14
1014754304,0.98
1014754355,0.31
1014754374,2.07
1014754444,0.75
1014754511,0.56
1014754584,1.57
1014754605,1.07
1014754634,1.32
1014754649,1.78
1014754652,0.27
1014754657,0.72
1014754663,0.77
1014754699,1.16
1014754793,1.04
1014754796,2.07
1014754816,2.15
1014754818,1.09
1014754865,1.49
1014754868,1.39
1014754900,1.06
1014754973,0.62
1014755000,0.62
1014755019,0.73
1014755166,3.71
1014755231,0.42
1014755396,0.98
1014755432,1.41
1014755468,1.16
1014755510,1.26
1014755521,1.67
1014755538,1.12
1014755568,0.5
1014755614,0.76
1014755617,2.52
1014755768,1.06
1014755783,0.88
1014755849,1.87
1014755923,0.43
1014755960,3.79
1014756006,0.73
1014756062,0
1014756068,1.31
1014756090,0.25
1014756154,0.87
1014756335,1.37
1014756365,0.86
1014756542,1.21
1014756656,1.44
1014756663,1.12
1014756741,1.26
1014756743,0.86
1014756847,1.02
1014756884,0.51
1014756907,1.54
1014756927,1.43
1014757005,2.77
1014757038,1.37
1014757053,1.23
1014757072,0.46
1014757113,0.91
1014757145,0.91
1014757173,0.5
1014757233,0.74
1014757239,0.59
1014757246,0.21
1014757288,1.64
1014757381,1.24
1014757437,1
1014757449,0.42
1014757485,1.32
1014757523,1.49
1014757611,2.51
1014757993,0.24
1014758201,5.62
1014758341,0.98
1014758362,0.73
1014758485,0.39
1014758506,0
1014758581,0.86
1014758863,0.82
1014758930,1.94
1014759016,0.82
1014759381,1.03
1014759875,1.12
1014759878,1.6
1014760011,0.75
1014760020,1.37
1014760035,0.76
1014760296,0.92
1014760325,0.37
1014760480,0.69
1014760617,1.26
1014760751,1.73
1014760829,0.99
1014760843,0.28
1014760846,0.58
1014760856,0.08
1014760945,1.65
1014761384,1.03
1014761613,0
1014761710,0.91
1014761804,1.46
1014761889,0.47
1014761912,0.79
1014762185,0.86
1014762287,1.73
1014762504,0.38
1014762516,0.79
1014762537,1.19
1014762541,2.14
1014762566,0.98
1014762646,0.88
1014762651,0.14
1014762768,1.59
1014762846,2.67
1014762966,0.97
1014762973,1.09
1014763172,1.41
1014763337,1.14
1014763455,1.53
1014763499,0.51
1014763550,0.96
1014763604,1.22
1014763754,0.86
1014763906,1.03
1014763917,1.93
1014763954,1.31
1014763973,0.17
1014764040,0.98
1014764051,0.41
1014764056,0.32
1014764081,1.34
1014764157,1.25
1014764160,0.85
1014764175,1.09
1014764420,0.44
1014764470,2.41
1014764567,0.78
1014764581,1.62
1014764912,0.98
1014764947,1.19
1014764966,0.19
1014764967,1.82
1014765119,1.14
1014765224,0.51
1014765270,1.34
1014765479,0.57
1014765533,0.25
1014765553,1.15
1014765614,1.22
1014765628,0.32
1014765705,0.82
1014765793,1.17
1014765850,0.85
1014765930,0.92
1014766028,0.74
1014766121,1.4
1014766197,0.74
1014766366,1.88
1014766441,1.19
1014766499,0.49
1014766757,0.68
1014766928,1.26
1014767012,0.07
1014767016,1.51
1014767022,0.84
1014767157,1.35
1014767249,1.07
1014767336,0.65
1014767388,1.95
1014767390,0.57
1014767392,2.06
1014767585,2.4
1014767612,1.16
1014767677,1.71
1014767703,1.96
1014767872,0.28
1014767896,1.73
1014767982,1.2
1014767989,0.19
1014768010,0.86
1014768070,0.52
1014768100,0.74
1014768147,1.32
1014768174,0.98
1014768338,0.18
1014768476,0.62
1014768538,1.36
1014768617,1.6
1014768622,1.78
1014768658,1.58
1014768672,1.23
1014768709,1.6
1014768734,1.47
1014768792,0.51
1014768886,0.64
1014768948,1.27
1014769289,0.68
1014769304,1.14
1014769388,0.97
1014769542,0.71
1014769545,1.92
1014769566,1.68
1014769593,1.29
1014769735,0.9
1014769872,0.59
1014769952,0.92
1014770020,0.4
1014770040,1.33
1014770071,1.41
1014770121,1.24
1014770128,0.78
1014770178,1.1
1014770244,0.99
1014770455,0.17
1014770605,0.6
1014770912,0.74
1014770946,0.56
1014771027,0.58
1014771038,5.33
1014771107,1.43
1014771186,2.22
1014771214,2.96
1014771344,1.09
1014771391,0.29
1014771404,1.95
1014771887,2.29
1014772206,0.21
1014772364,3.66
1014772414,0.97
1014772437,1.33
1014772593,3.7
1014772618,6.39
1014773156,0.83
1014773186,0.7
1014773244,2.34
1014773246,0.96
1014773448,1.31
1014773661,1.2
1014773821,1.05
1014774002,1.01
1014774225,0.62
1014774304,0.69
1014774550,0.94
1014774603,1.47
1014774635,0.31
1014774663,0.63
1014774681,1.27
1014774880,0.42
1014775164,0.92
1014775236,1.18
1014775377,0.17
1014775497,1.23
1014775621,0.66
1014775937,1.65
1014775945,1.33
1014775968,0.61
1014776026,0.59
1014776099,1.08
1014776274,1.71
1014776286,0.66
1014776327,1.23
1014776369,1.19
1014776704,0.55
1014776968,0.74
1014777103,1.26
1014777200,0.89
1014777356,0.65
1014777448,1.01
1014777544,0.5
1014777757,1.24
1014777944,1.54
1014778024,1.2
1014778025,1.29
1014778410,0.8
1014778412,0.89
1014778440,2.82
1014778506,1.14
1014778550,0.73
1014778619,0.81
1014778700,0.21
1014778712,0.74
1014778726,0.86
1014778875,1.85
1014778998,1.94
1014779026,0.29
1014779033,1.65
1014779257,0.81
1014779271,0.86
1014779326,1.09
1014779383,1.46
1014779597,1.43
1014779599,1.73
1014779633,0.89
1014779763,0.86
1014779778,0.7
1014779880,1.53
1014780008,1.04
1014780052,1.31
1014780083,1.05
1014780135,1.5
1014780242,0.57
1014780273,0.76
1014780277,0.79
1014780606,0.62
1014780665,1.07
1014780671,3.18
1014780696,1.13
1014780777,0.59
1014780822,1.41
1014780854,0.71
1014780882,1.05
1014780892,0.84
1014781021,1.02
1014781044,0.96
1014781070,0.88
1014781085,1.3
1014781196,1.09
1014781244,1.31
1014781329,0.42
1014781421,0.7
1014781706,0.91
1014781965,3.77
1014782043,0.35
1014782084,1.02
1014782111,1.43
1014782122,1.27
1014782148,0.84
1014782192,0.65
1014782224,0.85
1014782366,0.61
1014782382,1.04
1014782404,2.43
1014782411,1.24
1014782548,1.19
1014782943,2.5
1014782974,0.63
1014783049,1.47
1014783189,0.38
1014783226,1.82
1014783235,0.77
1014783318,0.19
1014783488,0.57
1014783603,0.89
1014783654,0.22
1014784032,0.32
1014784157,0.8
1014784169,0.76
1014784529,1.27
1014784563,0.36
1014784587,2.15
1014784597,0.61
1014784713,0.71
1014784725,1.05
1014785144,0
1014785247,0.96
1014785297,1.46
1014785473,0.63
1014785553,1.39
1014785576,0.4
1014785772,1.3
1014786001,1.09
1014786285,1.19
1014786371,0.8
1014786727,0.73
1014786817,0.93
1014786823,0.38
1014786844,0.72
1014786919,1.67
1014786923,0.72
1014786948,0.5
1014787115,1.41
1014787164,0.74
1014787165,0.47
1014787187,0.96
1014787493,1.6
1014787682,1.13
1014788075,0.4
1014788184,0.49
1014788187,0.5
1014788192,0.86
1014788514,0.58
1014788563,2.64
1014788601,0.59
1014788678,0.74
1014788745,1.61
1014788833,0.23
1014789020,1.13
1014789061,1.18
1014789084,1.08
1014789119,0.91
1014789163,0.63
1014789217,0.76
1014789283,0.5
1014789703,1.09
1014790162,2.35
1014790190,0.35
1014790259,1.05
1014790284,0.59
1014790445,1.35
1014790446,1.46
1014790536,0.8
1014790574,0.8
1014790601,1.67
1014790611,1.22
1014790747,1.02
1014790753,1.64
1014790757,1.77
1014791130,0.96
1014791209,1.07
1014791221,0.37
1014791299,1.2
1014791373,0.54
1014791431,0.74
1014791442,9.55
1014791445,0.66
1014791467,1.52
1014791523,0.99
1014791551,1.17
1014791567,1.35
1014791674,1.82
1014791693,0.41
1014791793,0.76
1014791817,0.86
1014791864,1.06
1014791911,0.26
1014791982,0.66
1014791986,1.39
1014792032,1
1014792053,0.38
1014792065,0.99
1014792125,0.83
1014792134,1.93
1014792161,0.6
1014792260,0.72
1014792293,1.79
1014792306,1.82
1014792357,1.03
1014792363,1.75
1014792430,1.24
1014792506,0.54
1014792556,1.38
1014792646,1.51
1014792679,0.56
1014792731,1.38
1014792782,0.54
1014792783,1.45
1014792898,3.11
1014792945,0.64
1014792950,1.46
1014793037,0.42
1014793108,1.38
1014793422,1.22
1014793436,0.64
1014793584,1.61
1014793609,0.97
1014793614,0.61
1014793776,2.41
1014793901,0.89
1014793956,0.95
1014793974,2.3
1014793986,0.27
1014794248,1.16
1014794260,1.72
1014794296,0.56
1014794767,1.83
1014794926,0.35
1014794984,0.74
1014795083,1.26
1014795139,1.19
1014795209,1.26
1014795369,0.68
1014795475,2.25
1014795645,1.55
1014795935,0.95
1014796038,0
1014796231,1.15
1014796237,0.74
1014796311,1.03
1014796618,1.23
1014797081,0.93
1014797602,1.11
1014797609,1.2
1014797702,0.33
1014797846,0.65
1014797853,1.34
1014798008,1.61
1014798079,0.22
1014798620,2.32
1014799245,0.68
1014799373,0.38
1014799465,1.11
1014799608,1.06
1014799846,0.88
1014799851,1.23
1014799860,0.29
1014799923,0.89
1014799939,0.99
1014800063,1.28
1014800065,0.44
1014800132,1.42
1014800225,0.88
1014800519,1
1014800556,1.66
1014800582,1.38
1014800639,1.35
1014800668,1.58
1014800715,1.09
1014800874,1.41
1014800899,0.64
1014800917,1.2
1014800976,0.33
1014801197,1.2
1014801244,1.09
1014801265,0.58
1014801281,3.23
1014801445,0.58
1014801453,0.85
1014801666,1.13
1014801682,0.63
1014801738,1.06
1014802001,0.26
1014802176,1.06
1014802189,1.21
1014802205,2.47
1014802413,1.04
1014802480,0.85
1014802488,1.1
1014802608,1.22
1014802625,0.65
1014802661,1.97
1014802702,1.49
1014802705,1.16
1014802869,0.69
1014802952,1.08
1014802987,1.41
1014803039,0.95
1014803216,0.72
1014803240,0.93
1014803458,0.55
1014803650,0.8
1014803688,0.91
1014803709,0
1014803936,1.03
1014803951,2.12
1014804125,2.81
1014804154,0.81
1014804174,2.37
1014804287,1.85
1014804303,1.69
1014804307,0.75
1014804502,2.65
1014804656,1.55
1014804657,0.71
1014804708,2.91
1014804742,2.07
1014804810,1.11
1014805074,1.33
1014805086,0.68
1014805148,1.47
1014805205,1.36
1014805272,0.69
1014805378,1.53
1014805448,2.04
1014805602,1.27
1014805622,0.57
1014805641,0.88
1014805748,1.04
1014805968,2.34
1014806046,0.76
1014806160,0.98
1014806186,0.82
1014806282,0.83
1014806352,0.95
1014806357,1.15
1014806439,1.48
1014806465,0.48
1014806571,1.13
1014806676,2.32
1014806712,1.42
1014806713,1.06
1014806843,0.63
1014807011,0.45
1014807087,2.97
1014807184,1.24
1014807440,0.68
1014807477,1.89
1014807719,1.38
1014807782,0.94
1014808148,0.91
1014808251,0.93
1014808411,1.68
1014808461,0.82
1014808544,1.32
1014808823,1.15
1014808858,0.51
1014808954,1.04
1014808966,1.97
1014808978,1.77
1014809050,0.82
1014809148,0.16
1014809264,0.21
1014809551,0.33
1014809571,0.22
1014809647,0.69
1014809922,1.03
1014810041,2.73
1014810181,2.64
1014810209,0.75
1014810262,0.82
1014810328,0.45
1014810340,0.3
1014810482,0.65
1014810558,1.14
1014810562,1.17
1014810740,1.61
1014810758,2.59
1014810794,1
1014810895,0.28
1014811214,1.43
1014811285,0.27
1014811478,0.63
1014811600,1.61
1014811804,0.81
1014812036,1.13
1014812059,0
1014812295,1.12
1014812299,1.05
1014812352,1.2
1014812443,1.15
1014812916,0.89
1014813107,1.27
1014813200,0.71
1014813215,0.99
1014813316,0.88
1014813386,1.27
1014813460,0.72
1014813502,0.98
1014813513,0.7
1014813555,2.49
1014813689,0.26
1014813713,1.36
1014813759,1.44
1014814124,0.62
1014814147,0.55
1014814348,0.9
1014814369,0.39
1014814373,0.89
1014814399,1.44
1014814443,0.41
1014814470,2.12
1014814477,0.6
1014814566,0.5
1014814616,2.77
1014814621,1.43
1014814673,11.1
1014814732,1.55
1014814849,0.65
1014814919,0.53
1014815013,0.59
1014815076,0.98
1014815276,0.91
1014815325,0.42
1014815332,0.91
1014815462,1.11
1014815497,0.15
1014815528,0.83
1014815562,0.17
1014815656,0.42
1014815756,0
1014815856,0.63
1014815930,1.41
1014815949,0.3
1014816024,0.65
1014816041,0.36
1014816077,0.44
1014816172,1.01
1014816285,1.07
1014816318,1.37
1014816352,1.57
1014816365,1.14
1014816387,0.74
1014816454,0.99
1014816475,1.79
1014816571,0.39
1014816641,1.14
1014816655,1.03
1014816661,1.29
1014816713,1.79
1014816751,0.34
1014816753,1.21
1014816966,0.99
1014817009,1.53
1014817149,1.48
1014817221,1.7
1014817249,0.63
1014817284,0.7
1014817348,0.07
1014817401,0.52
1014817573,1.9
1014817578,0.62
1014817764,0.8
1014817899,0.93
1014817916,1.04
1014817930,1.92
1014817932,2.37
1014817986,1.31
1014817988,1.62
1014818042,0.86
1014818200,0.62
1014818219,1.06
1014818313,0.94
1014818665,0.71
1014818679,0.48
1014818718,1.19
1014818815,0.51
1014818828,2.3
1014818927,0
1014819080,3.56
1014819205,1.13
1014819374,1.45
1014819521,0.9
1014819668,1.06
1014819903,0.89
1014820035,1.67
1014820404,0.49
1014820783,0.23
1014820909,1.2
1014821191,0.85
1014821306,0.5
1014821804,2.08
1014821929,1.55
1014821932,1.49
1014822096,1.53
1014822108,0.63
1014822277,1.02
1014822446,1.03
1014822584,0.96
1014823074,0.54
1014823076,0.26
1014823314,0.97
1014823368,1.51
1014823457,0.75
1014823720,0.68
1014823747,1.18
1014823824,1.37
1014823920,0.81
1014823971,0.75
1014824155,1.5
1014824292,0.79
1014824320,0.57
1014824360,1.94
1014824373,1.41
1014824459,0.94
1014824594,0.63
1014824684,1.22
1014824720,0.77
1014824757,0.97
1014824819,0.97
1014824907,1.58
1014824922,0.67
1014824952,1.29
1014825092,1.23
1014825390,1.58
1014825510,0.47
1014825548,0.73
1014825599,1.15
1014825605,1.38
1014825640,1.13
1014825725,0.4
1014825877,0.64
1014826053,1.64
1014826115,1.12
1014826716,0.7
1014826806,0.63
1014826808,1.81
1014826822,0.15
1014826962,1.55
1014826968,2.49
1014827155,1.46
1014827194,0.65
1014827239,0.74
1014827271,1.01
1014827288,2.01
1014827512,0.73
1014827517,0.96
1014827629,0.93
1014827651,0.37
1014827774,1.15
1014827787,0.84
1014827930,1.11
1014827971,1.36
1014828024,1.39
1014828091,1.35
1014828133,0.84
1014828194,1.47
1014828219,0.83
1014828300,1.37
1014828314,0.67
1014828368,1.31
1014828431,0.18
1014828526,1.03
1014828631,1.14
1014828851,1.15
1014829120,0.94
1014829144,1.14
1014829214,0.5
1014829233,0.68
1014829243,0.99
1014829358,0.88
1014829457,1.2
1014829462,0.38
1014829497,0.39
1014829506,0.69
1014829539,0.99
1014829850,0.36
1014830023,1.28
1014830037,0.71
1014830050,1.14
1014830096,0.73
1014830114,1.74
1014830435,2.14
1014830441,1.12
1014830498,0.4
1014830590,1.12
1014830656,0.62
1014830782,0.96
1014830815,1.39
1014830925,2.04
1014831131,0.67
1014831283,0.79
1014831411,0.39
1014831432,0.98
1014831470,1.03
1014831600,1.48
1014832721,2
1014833023,0.51
1014833660,0.43
1014833711,0.3
1014833820,1.5
1014833935,0.97
1014834125,0.71
1014834153,2.59
1014834408,3.11
1014834533,1.46
1014834560,1.38
1014834618,3.04
1014834639,1.54
1014834684,1.02
1014834704,0.55
1014834713,1.99
1014834721,0.3
1014834755,1.55
1014834842,0.77
1014834864,1.24
1014834899,1.23
1014835023,0.25
1014835047,1.4
1014835077,0.85
1014835391,1.69
1014835487,3.44
1014835489,0
1014836010,1.27
1014836329,1.4
1014836422,0.88
1014836492,1.35
1014836662,3.43
1014836685,0.89
1014836692,0.86
1014836752,0.86
1014836768,1.43
1014836833,3.13
1014837020,1.15
1014837066,0.38
1014837209,0.58
1014837225,1.5
1014837320,0.52
1014837514,0.89
1014837673,2.38
1014837799,0.98
1014837869,0.3
1014838061,1.27
1014838078,1.28
1014838095,1.07
1014838306,0.53
1014838323,0.95
1014838398,1.96
1014838527,0.93
1014838582,2.57
1014838637,1.71
1014838676,0.24
1014838695,1.15
1014838768,0.35
1014838799,2.05
1014838945,0.83
1014838966,1.03
1014838987,1.07
1014839116,1.42
1014839158,2.28
1014839240,0.35
1014839289,0.5
1014839306,1.14
1014839347,3.33
1014839379,1.98
1014839381,1.45
1014839414,0.8
1014839440,0.59
1014839635,1.75
1014839771,1.23
1014839800,1.16
1014839941,1.02
1014839964,1.04
1014840055,0.73
1014840203,0.57
1014840254,1.7
1014840431,0.49
1014840533,1.58
1014840873,1.3
1014840923,0.89
1014841023,0.37
1014841097,0.78
1014841245,0.59
1014841460,0.45
1014841585,0.55
1014841600,1.08
1014841603,1.18
1014841636,0.55
1014841746,1.73
1014841925,3.86
1014841963,0.94
1014842032,1.92
1014842052,1.49
1014842146,0.79
1014842168,1.62
1014842338,1.87
1014842405,0.36
1014842414,1.03
1014842515,1.29
1014842664,1.17
1014842671,0.8
1014842719,0.53
1014842788,1.73
1014843346,1.7
1014843391,1.22
1014843599,0.72
1014843745,0.2
1014843868,1.26
1014843903,1.66
1014843981,0.86
1014844199,1.16
1014844367,1.72
1014844516,1.1
1014844708,5.49
1014844964,0.9
1014844981,1
1014845153,0.27
1014845293,0.56
1014845300,1.06
1014845429,1.66
1014845579,1.04
1014845782,0.83
1014845790,1.07
1014845894,0.37
1014846252,0.55
1014846260,1.71
1014846276,2.08
1014846290,0.43
1014846310,1.18
1014846336,3.32
1014846371,0.81
1014846671,3.19
1014846756,1.44
1014846861,0.42
1014847112,0.18
1014847282,1.6
1014847310,0.62
1014847531,0.32
1014847571,0.36
1014847608,1.06
1014847833,2.46
1014847848,0.89
1014847858,0.84
1014847971,0.73
1014848038,0.69
1014848287,1.1
1014848353,1.01
1014848363,1.09
1014848394,0.23
1014848442,1.47
1014848543,0.95
1014848789,0.2
1014848824,1.97
1014848867,0.5
1014848919,0.7
1014848940,0.95
1014848962,0.45
1014849074,2.01
1014849125,1.59
1014849180,0.57
1014849331,1.8
1014849454,1.42
1014849459,1.36
1014849575,0.16
1014849744,1.63
1014849815,0.5
1014849824,0.41
1014850014,0.91
1014850025,0.27
1014850161,0.63
1014850190,1.04
1014850230,0.58
1014850322,1.25
1014850419,1.37
1014850478,1.06
1014850548,3.81
1014850599,0.75
1014850738,1.28
1014850792,1.14
1014851115,0.61
1014851231,1.1
1014851307,0.97
1014851368,1.5
1014851369,1.06
1014851421,0.23
1014851457,1.5
1014851530,1.56
1014851832,1.21
1014851843,1.58
1014851907,0.11
1014851956,1.79
1014852032,0.96
1014852087,2.26
1014852224,1.38
1014852458,0.43
1014852511,0.57
1014852549,2.73
1014852564,1.24
1014852568,0.65
1014852576,0.99
1014852593,0.26
1014852636,1.4
1014852729,1.11
1014852763,0.84
1014852878,1.46
1014852938,1.21
1014852999,1.31
1014853053,1.9
1014853065,21
1014853091,2.19
1014853181,1.25
1014853499,1.51
1014853515,0.96
1014853529,1.02
1014853536,0.79
1014853556,1.21
1014853628,0.78
1014853734,1.26
1014853864,0.7
1014854038,0.73
1014854162,1.08
1014854230,1.1
1014854635,1.52
1014854642,1.36
1014854686,0.36
1014855182,0.7
1014855287,1.07
1014855302,0
1014855331,0.78
1014855865,0.92
1014856599,1
1014856826,2.27
1014857006,0.48
1014857109,0.97
1014857173,0.97
1014857353,0.32
1014857660,0.82
1014857676,1.19
1014857753,1.57
1014858013,1.16
1014858130,0.84
1014858152,1.6
1014858433,1.11
1014858477,0.31
1014858672,1.12
1014858676,1.46
1014858714,0.49
1014858747,1.45
1014858762,1.53
1014858848,1.12
1014858942,1.15
1014859164,0.81
1014859258,1.24
1014859313,1.2
1014859444,0.8
1014859479,0.58
1014859667,1.38
1014859696,0.6
1014859879,0.26
1014860051,0.66
1014860090,0.93
1014860110,0.93
1014860282,0.73
1014860333,1.52
1014860365,1.6
1014860512,0.91
1014860523,0.62
1014860753,1.04
1014860890,1.13
1014861057,1.32
1014861064,1.2
1014861121,0.89
1014861196,0.36
1014861296,0.5
1014861306,0.28
1014861325,1.12
1014861337,0.73
1014861442,1.6
1014861564,1.39
1014861932,1.14
1014861954,1.23
1014862002,0.39
1014862009,0.71
1014862106,0
1014862115,0
1014862195,1.11
1014862247,1.9
1014862621,0.52
1014862636,1.22
1014862747,0.29
1014862763,3.53
1014862769,2.39
1014862771,0.63
1014862825,0.7
1014862885,0.94
1014862928,1.54
1014863204,0.29
1014863206,0.42
1014863238,0.54
1014863251,3.72
1014863257,0.96
1014863261,0.36
1014863479,0.75
1014863509,0.16
1014863560,2.34
1014863629,1.37
1014863637,1.17
1014863761,0.79
1014863839,0.88
1014864178,0.74
1014864194,0.32
1014864219,0.7
1014864234,1.04
1014864299,1.56
1014864352,0.39
1014864422,1
1014864424,0.22
1014864576,1.76
1014864670,0
1014864809,0.63
1014864833,3.37
1014864931,2.02
1014865006,1.38
1014865129,1.67
1014865181,2.19
1014865237,0.47
1014865274,0.78
1014865451,1.35
1014865603,0.79
1014866032,1.51
1014866041,1.05
1014866343,1.02
1014866520,0.8
1014866587,1.43
1014866750,1.48
1014866868,0.17
1014866883,0.41
1014866968,0.94
1014866995,1.31
1014867000,0.44
1014867003,3.63
1014867535,1.02
1014867696,5.77
1014867720,0.94
1014867800,0.69
1014867833,1.39
1014868010,0.57
1014868125,0.64
1014868163,1.27
1014868283,0.86
1014868540,1.1
1014868569,0.98
1014868584,0.87
1014868596,0.34
1014868863,0.97
1014869129,0
1014869314,0.69
1014869321,0.37
1014869422,1.53
1014869462,1.54
1014869679,1.17
1014869744,1.24
1014870054,0.36
1014870280,0.71
1014870530,1.05
1014871232,1.83
1014871262,0.21
1014871264,0.41
1014871294,2.21
1014871733,1.3
1014871829,1.03
1014872124,0.7
1014872254,0.85
1014872418,1.7
1014872498,0.89
1014872540,0.94
1014872635,1.59
1014872654,0.44
1014872704,1.13
1014872792,1.44
1014872834,1.1
1014872956,0.97
1014872990,0.43
1014873282,0.95
1014873309,0.62
1014873374,0.71
1014873623,1.27
1014873700,1.38
1014873784,0.73
1014873789,1.45
1014873972,1.02
1014873981,1.57
1014873987,0.39
1014874044,1.56
1014874060,0.67
1014874072,0.13
1014874563,0.98
1014874592,0.5
1014874712,1.37
1014874834,1.36
1014874861,1.33
1014874894,0.59
1014874908,1.81
1014875038,3.1
1014875169,0.67
1014875189,0.19
1014875359,1.04
1014875529,1.29
1014875592,1.69
1014875642,0.85
1014875721,0.56
1014876013,0.35
1014876019,1.31
1014876097,1.2
1014876127,1.41
1014876165,1.64
1014876189,1.13
1014876287,1.19
1014876320,0.84
1014876471,1.07
1014876532,1.49
1014876595,0.87
1014876704,0.88
1014876819,1.86
1014876866,0.74
1014876876,0.31
1014876910,0.54
1014876916,0.31
1014876980,1.61
1014877291,1.27
1014877333,1.49
1014877337,0.95
1014877637,0.95
1014877785,0.3
1014877797,0.58
1014877829,0.95
1014877930,2.83
1014878245,0.39
1014878332,0.34
1014878421,0.66
1014878435,0.89
1014878442,0.96
1014878524,0.7
1014878728,1.13
1014878914,0.79
1014879021,1.22
1014879144,0.92
1014879209,1.21
1014879628,5.28
1014879896,1.43
1014879905,1.34
1014879996,1.39
1014880081,0.39
1014880341,0.89
1014880554,1.79
1014880678,2.85
1014881034,0.38
